Operator,Opref,Sitengr,Antennaht,Transtype,Freqband,Powerdbw,Maxpwrdbw,Maxpwrdbm,Sitelat,Sitelng
T-Mobile,90073,TQ2901376782,23.75,UMTS,2100,18,,65,51.474784,-0.142138
T-Mobile,90073,TQ2901376782,23.75,UMTS,2100,18,,65,51.474784,-0.142138
T-Mobile,90074,TQ3065476054,23.35,UMTS,2100,19,,65,51.467864,-0.11879
T-Mobile,90074,TQ3065476054,23.35,UMTS,2100,19,,65,51.467864,-0.11879
T-Mobile,90074,TQ3065476054,23.35,UMTS,2100,18,,65,51.467864,-0.11879
T-Mobile,90075,TQ2511590560,29,UMTS,2100,19,,65,51.599496,-0.193343
T-Mobile,90075,TQ2511590560,29,UMTS,2100,19,,65,51.599496,-0.193343
T-Mobile,90075,TQ2511590560,29,UMTS,2100,18,,65,51.599496,-0.193343
T-Mobile,90076,TQ2912890886,17.5,UMTS,2100,18,,65,51.60152,-0.135308
T-Mobile,90076,TQ2912890886,17.5,UMTS,2100,18,,65,51.60152,-0.135308
T-Mobile,90076,TQ2912890886,17.5,UMTS,2100,18,,65,51.60152,-0.135308
T-Mobile,90077,TQ2280089450,23,UMTS,2100,19,,65,51.590029,-0.227143
T-Mobile,90077,TQ2280089450,23,UMTS,2100,19,,65,51.590029,-0.227143
T-Mobile,90077,TQ2280089450,23,UMTS,2100,19,,65,51.590029,-0.227143
T-Mobile,90078,TQ2809088230,14.6,UMTS,2100,15,,65,51.577886,-0.151259
T-Mobile,90078,TQ2809088230,14.6,UMTS,2100,17,,65,51.577886,-0.151259
T-Mobile,90078,TQ2809088230,14.6,UMTS,2100,17,,65,51.577886,-0.151259
T-Mobile,90079,TQ3279788216,29.5,UMTS,2100,18,,65,51.57667,-0.083368
T-Mobile,90079,TQ3279788216,29.5,UMTS,2100,18,,65,51.57667,-0.083368
T-Mobile,90079,TQ3279788216,29.5,UMTS,2100,17,,65,51.57667,-0.083368
T-Mobile,90080,TQ3772087920,17,UMTS,2100,19,,65,51.572829,-0.012476
T-Mobile,90080,TQ3772087920,17,UMTS,2100,19,,65,51.572829,-0.012476
T-Mobile,90080,TQ3772087920,17,UMTS,2100,19,,65,51.572829,-0.012476
T-Mobile,90081,TQ2202586340,23,UMTS,2100,19,,65,51.562244,-0.239407
T-Mobile,90081,TQ2202586340,23,UMTS,2100,19,,65,51.562244,-0.239407
T-Mobile,90081,TQ2202586340,23,UMTS,2100,19,,65,51.562244,-0.239407
T-Mobile,90082,TQ2509087930,23,UMTS,2100,18,,65,51.575863,-0.194642
T-Mobile,90082,TQ2509087930,23,UMTS,2100,18,,65,51.575863,-0.194642
T-Mobile,90082,TQ2509087930,23,UMTS,2100,18,,65,51.575863,-0.194642
T-Mobile,90083,TQ3022086760,28.6,UMTS,2100,19,,65,51.564186,-0.121079
T-Mobile,90083,TQ3022086760,28.6,UMTS,2100,18,,65,51.564186,-0.121079
T-Mobile,90083,TQ3022086760,28.6,UMTS,2100,19,,65,51.564186,-0.121079
T-Mobile,90084,TQ3514087140,17.14,UMTS,2100,18,,65,51.566443,-0.049986
T-Mobile,90084,TQ3514087140,17.14,UMTS,2100,18,,65,51.566443,-0.049986
T-Mobile,90084,TQ3514087140,17.14,UMTS,2100,18,,65,51.566443,-0.049986
T-Mobile,90085,TQ3937087540,22,UMTS,2100,20,,65,51.569008,0.01117
T-Mobile,90085,TQ3937087540,22,UMTS,2100,19,,65,51.569008,0.01117
T-Mobile,90085,TQ3937087540,22,UMTS,2100,19,,65,51.569008,0.01117
T-Mobile,90087,TQ2822585060,27,UMTS,2100,19,,65,51.549364,-0.150468
T-Mobile,90087,TQ2822585060,27,UMTS,2100,19,,65,51.549364,-0.150468
T-Mobile,90087,TQ2822585060,27,UMTS,2100,19,,65,51.549364,-0.150468
T-Mobile,90088,TQ3280085413,17,UMTS,2100,19,,65,51.551478,-0.084383
T-Mobile,90088,TQ3280085413,17,UMTS,2100,19,,65,51.551478,-0.084383
T-Mobile,90088,TQ3280085413,17,UMTS,2100,19,,65,51.551478,-0.084383
T-Mobile,90089,TQ3710085200,23,UMTS,2100,17,,65,51.548535,-0.022479
T-Mobile,90089,TQ3710085200,23,UMTS,2100,17,,65,51.548535,-0.022479
T-Mobile,90089,TQ3710085200,23,UMTS,2100,17,,65,51.548535,-0.022479
T-Mobile,90090,TQ1755584888,16,UMTS,2100,18,,65,51.550142,-0.304355
T-Mobile,90090,TQ1755584888,16,UMTS,2100,18,,65,51.550142,-0.304355
T-Mobile,90090,TQ1755584888,16,UMTS,2100,17,,65,51.550142,-0.304355
T-Mobile,90091,TQ2234282873,20,UMTS,2100,18,,65,51.531013,-0.236041
T-Mobile,90091,TQ2234282873,23,UMTS,2100,18,,65,51.531013,-0.236041
T-Mobile,90091,TQ2234282873,23,UMTS,2100,18,,65,51.531013,-0.236041
T-Mobile,90092,TQ3489083980,27,UMTS,2100,19,,65,51.538103,-0.054804
T-Mobile,90092,TQ3489083980,27,UMTS,2100,19,,65,51.538103,-0.054804
T-Mobile,90092,TQ3489083980,27,UMTS,2100,19,,65,51.538103,-0.054804
T-Mobile,90093,TQ3960083750,33,UMTS,2100,19,,65,51.534891,0.012982
T-Mobile,90093,TQ3960083750,33,UMTS,2100,18,,65,51.534891,0.012982
T-Mobile,90093,TQ3960083750,33,UMTS,2100,19,,65,51.534891,0.012982
T-Mobile,90094,TQ1330082283,17,UMTS,2100,18,,65,51.527597,-0.366542
T-Mobile,90094,TQ1330082283,17,UMTS,2100,17,,65,51.527597,-0.366542
T-Mobile,90094,TQ1330082283,17,UMTS,2100,17,,65,51.527597,-0.366542
T-Mobile,90095,TQ1900382293,16,UMTS,2100,19,,65,51.526514,-0.284356
T-Mobile,90095,TQ1900382293,16,UMTS,2100,19,,65,51.526514,-0.284356
T-Mobile,90095,TQ1900382293,16,UMTS,2100,19,,65,51.526514,-0.284356
T-Mobile,90096,TQ2365583900,13,UMTS,2100,18,,65,51.539958,-0.216759
T-Mobile,90096,TQ2365583900,13,UMTS,2100,18,,65,51.539958,-0.216759
T-Mobile,90096,TQ2365583900,13,UMTS,2100,18,,65,51.539958,-0.216759
T-Mobile,90097,TQ3762082778,37.5,UMTS,2100,19,,65,51.526642,-0.01593
T-Mobile,90097,TQ3762082778,37.5,UMTS,2100,19,,65,51.526642,-0.01593
T-Mobile,90097,TQ3762082778,37.5,UMTS,2100,19,,65,51.526642,-0.01593
T-Mobile,90098,TQ4215082460,24,UMTS,2100,18,,65,51.522662,0.049206
T-Mobile,90098,TQ4215082460,24,UMTS,2100,17,,65,51.522662,0.049206
T-Mobile,90098,TQ4215082460,24,UMTS,2100,18,,65,51.522662,0.049206
T-Mobile,90099,TQ1710081525,32,UMTS,2100,19,,65,51.520008,-0.312034
T-Mobile,90099,TQ1710081525,32,UMTS,2100,18,,65,51.520008,-0.312034
T-Mobile,90099,TQ1710081525,32,UMTS,2100,20,,65,51.520008,-0.312034
T-Mobile,90100,TQ2117582297,20,UMTS,2100,18,,65,51.526088,-0.253057
T-Mobile,90100,TQ2117582297,20,UMTS,2100,20,,65,51.526088,-0.253057
T-Mobile,90100,TQ2117582297,20,UMTS,2100,19,,65,51.526088,-0.253057
T-Mobile,90101,TQ3977081890,26.5,UMTS,2100,17,,65,51.518133,0.014694
T-Mobile,90101,TQ3977081890,26.5,UMTS,2100,17,,65,51.518133,0.014694
T-Mobile,90101,TQ3977081890,26.5,UMTS,2100,18,,65,51.518133,0.014694
T-Mobile,90102,TQ1010080125,16,UMTS,2100,18,,65,51.508832,-0.413331
T-Mobile,90102,TQ1010080125,16,UMTS,2100,18,,65,51.508832,-0.413331
T-Mobile,90102,TQ1010080125,16,UMTS,2100,18,,65,51.508832,-0.413331
T-Mobile,90103,TQ1490080050,24,UMTS,2100,18,,65,51.507202,-0.344213
T-Mobile,90103,TQ1490080050,25,UMTS,2100,18,,65,51.507202,-0.344213
T-Mobile,90103,TQ1490080050,24,UMTS,2100,18,,65,51.507202,-0.344213
T-Mobile,90104,TQ1960080375,17,UMTS,2100,18,,65,51.509148,-0.276405
T-Mobile,90104,TQ1960080375,17,UMTS,2100,18,,65,51.509148,-0.276405
T-Mobile,90104,TQ1960080375,17,UMTS,2100,18,,65,51.509148,-0.276405
T-Mobile,90105,TQ4235080270,16,UMTS,2100,18,,65,51.50293,0.051203
T-Mobile,90105,TQ4235080270,16,UMTS,2100,18,,65,51.50293,0.051203
T-Mobile,90105,TQ4235080270,16,UMTS,2100,18,,65,51.50293,0.051203
T-Mobile,90105,TQ4235080270,16,UMTS,2100,18,,65,51.50293,0.051203
T-Mobile,90105,TQ4235080270,16,UMTS,2100,18,,65,51.50293,0.051203
T-Mobile,90105,TQ4235080270,16,UMTS,2100,18,,65,51.50293,0.051203
T-Mobile,90106,TQ0795079055,23,UMTS,2100,17,,65,51.499628,-0.444631
T-Mobile,90106,TQ0795079055,23,UMTS,2100,17,,65,51.499628,-0.444631
T-Mobile,90106,TQ0795079055,23,UMTS,2100,17,,65,51.499628,-0.444631
T-Mobile,90107,TQ1250078900,21,UMTS,2100,18,,65,51.497348,-0.37915
T-Mobile,90107,TQ1250078900,21,UMTS,2100,18,,65,51.497348,-0.37915
T-Mobile,90107,TQ1250078900,21,UMTS,2100,18,,65,51.497348,-0.37915
T-Mobile,90108,TQ1640078792,14,UMTS,2100,18,,65,51.495587,-0.323022
T-Mobile,90108,TQ1640078792,20.5,UMTS,2100,18,,65,51.495587,-0.323022
T-Mobile,90108,TQ1640078792,20.5,UMTS,2100,18,,65,51.495587,-0.323022
T-Mobile,90110,TQ1540076960,23,UMTS,2100,18,,65,51.479325,-0.338021
T-Mobile,90110,TQ1540076960,23,UMTS,2100,18,,65,51.479325,-0.338021
T-Mobile,90110,TQ1540076960,23,UMTS,2100,18,,65,51.479325,-0.338021
T-Mobile,90111,TQ1968077870,23.5,UMTS,2100,19,,65,51.486615,-0.276102
T-Mobile,90111,TQ1968077870,23.5,UMTS,2100,18,,65,51.486615,-0.276102
T-Mobile,90111,TQ1968077870,23.5,UMTS,2100,18,,65,51.486615,-0.276102
T-Mobile,90113,TQ1340076600,15,UMTS,2100,17,,65,51.476493,-0.366928
T-Mobile,90113,TQ1340076600,15,UMTS,2100,17,,65,51.476493,-0.366928
T-Mobile,90113,TQ1340076600,15,UMTS,2100,17,,65,51.476493,-0.366928
T-Mobile,90114,TQ1655076310,26,UMTS,2100,19,,65,51.473246,-0.321681
T-Mobile,90114,TQ1655076310,26,UMTS,2100,18,,65,51.473246,-0.321681
T-Mobile,90114,TQ1655076310,26,UMTS,2100,18,,65,51.473246,-0.321681
T-Mobile,90115,TQ2160076330,17.5,UMTS,2100,18,,65,51.472363,-0.24899
T-Mobile,90115,TQ2160076330,17.5,UMTS,2100,19,,65,51.472363,-0.24899
T-Mobile,90115,TQ2160076330,17.5,UMTS,2100,18,,65,51.472363,-0.24899
T-Mobile,90116,TQ2560075200,32,UMTS,2100,18,,65,51.461333,-0.191823
T-Mobile,90116,TQ2560075200,32,UMTS,2100,18,,65,51.461333,-0.191823
T-Mobile,90116,TQ2560075200,32,UMTS,2100,18,,65,51.461333,-0.191823
T-Mobile,90117,TQ3498876395,21.15,UMTS,2100,19,,65,51.469911,-0.056295
T-Mobile,90117,TQ3498876395,21.15,UMTS,2100,19,,65,51.469911,-0.056295
T-Mobile,90117,TQ3498876395,21.15,UMTS,2100,18,,65,51.469911,-0.056295
T-Mobile,90118,TQ3850076540,16,UMTS,2100,18,,65,51.470365,-0.005701
T-Mobile,90118,TQ3850076540,13.5,UMTS,2100,18,,65,51.470365,-0.005701
T-Mobile,90118,TQ3850076540,16,UMTS,2100,18,,65,51.470365,-0.005701
T-Mobile,90119,TQ1550074900,22,UMTS,2100,18,,65,51.460788,-0.337255
T-Mobile,90119,TQ1550074900,22,UMTS,2100,18,,65,51.460788,-0.337255
T-Mobile,90119,TQ1550074900,22,UMTS,2100,18,,65,51.460788,-0.337255
T-Mobile,90121,TQ2410074971,27.4,UMTS,2100,18,,65,51.459605,-0.213486
T-Mobile,90121,TQ2410074971,29,UMTS,2100,18,,65,51.459605,-0.213486
T-Mobile,90121,TQ2410074971,27,UMTS,2100,19,,65,51.459605,-0.213486
T-Mobile,90123,TQ3267675333,20,UMTS,2100,19,,65,51.460913,-0.089964
T-Mobile,90123,TQ3267675333,20,UMTS,2100,19,,65,51.460913,-0.089964
T-Mobile,90123,TQ3267675333,20,UMTS,2100,19,,65,51.460913,-0.089964
T-Mobile,90125,TQ4177074420,21,UMTS,2100,19,,65,51.450503,0.040503
T-Mobile,90125,TQ4177074420,21,UMTS,2100,19,,65,51.450503,0.040503
T-Mobile,90125,TQ4177074420,23.05,UMTS,2100,17,,65,51.450503,0.040503
T-Mobile,90126,TQ0775074355,24,UMTS,2100,18,,65,51.457417,-0.448945
T-Mobile,90126,TQ0775074355,24,UMTS,2100,18,,65,51.457417,-0.448945
T-Mobile,90126,TQ0775074355,21,UMTS,2100,18,,65,51.457417,-0.448945
T-Mobile,90127,TQ1616773595,21.5,UMTS,2100,16,,65,51.448921,-0.328086
T-Mobile,90127,TQ1616773595,21.5,UMTS,2100,17,,65,51.448921,-0.328086
T-Mobile,90127,TQ1616773595,21.5,UMTS,2100,18,,65,51.448921,-0.328086
T-Mobile,90129,TQ2542673738,19,UMTS,2100,18,,65,51.448231,-0.194845
T-Mobile,90129,TQ2542673738,19,UMTS,2100,18,,65,51.448231,-0.194845
T-Mobile,90129,TQ2542673738,19,UMTS,2100,18,,65,51.448231,-0.194845
T-Mobile,90130,TQ3055173736,28.3,UMTS,2100,18,,65,51.447054,-0.121128
T-Mobile,90130,TQ3055173736,28.3,UMTS,2100,18,,65,51.447054,-0.121128
T-Mobile,90130,TQ3055173736,28.3,UMTS,2100,18,,65,51.447054,-0.121128
T-Mobile,90131,TQ3493574343,19.1,UMTS,2100,19,,65,51.451482,-0.057841
T-Mobile,90131,TQ3493574343,19.1,UMTS,2100,19,,65,51.451482,-0.057841
T-Mobile,90131,TQ3493574343,19.1,UMTS,2100,19,,65,51.451482,-0.057841
T-Mobile,90132,TQ3978074220,22,UMTS,2100,18,,65,51.449201,0.011801
T-Mobile,90132,TQ3978074220,22,UMTS,2100,18,,65,51.449201,0.011801
T-Mobile,90132,TQ3978074220,22,UMTS,2100,18,,65,51.449201,0.011801
T-Mobile,90133,TQ1497072680,20,UMTS,2100,18,,65,51.44094,-0.345603
T-Mobile,90133,TQ1497072680,20,UMTS,2100,18,,65,51.44094,-0.345603
T-Mobile,90133,TQ1497072680,20,UMTS,2100,18,,65,51.44094,-0.345603
T-Mobile,90134,TQ1841573850,18,UMTS,2100,18,,65,51.450747,-0.295662
T-Mobile,90134,TQ1841573850,18,UMTS,2100,18,,65,51.450747,-0.295662
T-Mobile,90134,TQ1841573850,17,UMTS,2100,18,,65,51.450747,-0.295662
T-Mobile,90136,TQ2797072470,19,UMTS,2100,18,,65,51.436265,-0.15871
T-Mobile,90136,TQ2797072470,19,UMTS,2100,18,,65,51.436265,-0.15871
T-Mobile,90136,TQ2797072470,19,UMTS,2100,18,,65,51.436265,-0.15871
T-Mobile,90137,TQ3250572210,24,UMTS,2100,18,,65,51.432885,-0.093594
T-Mobile,90137,TQ3250572210,24,UMTS,2100,18,,65,51.432885,-0.093594
T-Mobile,90137,TQ3250572210,24,UMTS,2100,17,,65,51.432885,-0.093594
T-Mobile,90138,TQ3712072540,22,UMTS,2100,18,,65,51.434753,-0.02711
T-Mobile,90138,TQ3712072540,22,UMTS,2100,18,,65,51.434753,-0.02711
T-Mobile,90138,TQ3712072540,22,UMTS,2100,18,,65,51.434753,-0.02711
T-Mobile,90139,TQ4184072960,13.3,UMTS,2100,19,,65,51.437365,0.040925
T-Mobile,90139,TQ4184072960,13.3,UMTS,2100,19,,65,51.437365,0.040925
T-Mobile,90139,TQ4184072960,13.3,UMTS,2100,19,,65,51.437365,0.040925
T-Mobile,90140,TQ1676071320,24,UMTS,2100,18,,65,51.428349,-0.320306
T-Mobile,90140,TQ1676071320,24,UMTS,2100,17,,65,51.428349,-0.320306
T-Mobile,90140,TQ1676071320,24,UMTS,2100,17,,65,51.428349,-0.320306
T-Mobile,90141,TQ2085071515,20,UMTS,2100,19,,65,51.429245,-0.26143
T-Mobile,90141,TQ2085071515,20,UMTS,2100,19,,65,51.429245,-0.26143
T-Mobile,90141,TQ2085071515,20,UMTS,2100,19,,65,51.429245,-0.26143
T-Mobile,90142,TQ2570071100,15,UMTS,2100,18,,65,51.424459,-0.191841
T-Mobile,90142,TQ2570071100,15,UMTS,2100,19,,65,51.424459,-0.191841
T-Mobile,90142,TQ2570071100,15,UMTS,2100,17,,65,51.424459,-0.191841
T-Mobile,90143,TQ3086971233,16.5,UMTS,2100,16,,65,51.424484,-0.117479
T-Mobile,90143,TQ3086971233,16.5,UMTS,2100,19,,65,51.424484,-0.117479
T-Mobile,90143,TQ3086971233,16.5,UMTS,2100,16,,65,51.424484,-0.117479
T-Mobile,90144,TQ3524071610,16,UMTS,2100,18,,65,51.426846,-0.054498
T-Mobile,90144,TQ3524071610,16,UMTS,2100,18,,65,51.426846,-0.054498
T-Mobile,90144,TQ3524071610,16,UMTS,2100,18,,65,51.426846,-0.054498
T-Mobile,90146,TQ2848469548,15,UMTS,2100,19,,65,51.409885,-0.152378
T-Mobile,90146,TQ2848469548,15,UMTS,2100,19,,65,51.409885,-0.152378
T-Mobile,90146,TQ2848469548,15,UMTS,2100,19,,65,51.409885,-0.152378
T-Mobile,90147,TQ3262070025,13,UMTS,2100,17,,65,51.41322,-0.092758
T-Mobile,90147,TQ3262070025,15,UMTS,2100,17,,65,51.41322,-0.092758
T-Mobile,90147,TQ3262070025,13,UMTS,2100,17,,65,51.41322,-0.092758
T-Mobile,90148,TQ2555068450,26,UMTS,2100,17,,65,51.400674,-0.194936
T-Mobile,90148,TQ2555068450,26,UMTS,2100,16,,65,51.400674,-0.194936
T-Mobile,90148,TQ2555068450,26,UMTS,2100,18,,65,51.400674,-0.194936
T-Mobile,90149,TQ3088069050,34,UMTS,2100,18,,65,51.404861,-0.118127
T-Mobile,90149,TQ3088069050,34,UMTS,2100,18,,65,51.404861,-0.118127
T-Mobile,90149,TQ3088069050,34,UMTS,2100,18,,65,51.404861,-0.118127
T-Mobile,90150,TQ3432068650,33.5,UMTS,2100,18,,65,51.400462,-0.068846
T-Mobile,90150,TQ3432068650,33.5,UMTS,2100,18,,65,51.400462,-0.068846
T-Mobile,90150,TQ3432068650,33.5,UMTS,2100,18,,65,51.400462,-0.068846
T-Mobile,90151,TQ2796067530,20,UMTS,2100,18,,65,51.391866,-0.160637
T-Mobile,90151,TQ2796067530,20,UMTS,2100,18,,65,51.391866,-0.160637
T-Mobile,90151,TQ2796067530,20,UMTS,2100,18,,65,51.391866,-0.160637
T-Mobile,90153,TQ3230065280,31.1,UMTS,2100,19,,65,51.370648,-0.099126
T-Mobile,90153,TQ3230065280,31.1,UMTS,2100,19,,65,51.370648,-0.099126
T-Mobile,90153,TQ3230065280,31.1,UMTS,2100,19,,65,51.370648,-0.099126
T-Mobile,90158,TQ1902899062,31,UMTS,2100,18,,65,51.677233,-0.278304
T-Mobile,90158,TQ1902899062,31,UMTS,2100,18,,65,51.677233,-0.278304
T-Mobile,90158,TQ1902899062,31,UMTS,2100,18,,65,51.677233,-0.278304
T-Mobile,90160,TQ2828099840,26,UMTS,2100,18,,65,51.682188,-0.144264
T-Mobile,90160,TQ2828099840,26,UMTS,2100,18,,65,51.682188,-0.144264
T-Mobile,90160,TQ2828099840,26,UMTS,2100,18,,65,51.682188,-0.144264
T-Mobile,90161,TL3240000500,22,UMTS,2100,19,,65,51.687163,-0.084448
T-Mobile,90161,TL3240000500,22,UMTS,2100,19,,65,51.687163,-0.084448
T-Mobile,90161,TL3240000500,22,UMTS,2100,18,,65,51.687163,-0.084448
T-Mobile,90161,TL3240000500,22,UMTS,2100,19,,65,51.687163,-0.084448
T-Mobile,90162,TL3615000600,33,UMTS,2100,18,,65,51.687165,-0.030188
T-Mobile,90162,TL3615000600,33,UMTS,2100,18,,65,51.687165,-0.030188
T-Mobile,90162,TL3615000600,33,UMTS,2100,18,,65,51.687165,-0.030188
T-Mobile,90163,TL4227000650,30,UMTS,2100,18,,65,51.686097,0.058316
T-Mobile,90163,TL4227000650,30,UMTS,2100,18,,65,51.686097,0.058316
T-Mobile,90163,TL4227000650,30,UMTS,2100,18,,65,51.686097,0.058316
T-Mobile,90164,TL4508001060,16.2,UMTS,2100,18,,65,51.689062,0.099111
T-Mobile,90164,TL4508001060,16,UMTS,2100,18,,65,51.689062,0.099111
T-Mobile,90164,TL4508001060,16.2,UMTS,2100,18,,65,51.689062,0.099111
T-Mobile,90165,TQ0356497121,22.3,UMTS,2100,18,,65,51.66285,-0.502472
T-Mobile,90165,TQ0356497121,22.3,UMTS,2100,18,,65,51.66285,-0.502472
T-Mobile,90165,TQ0356497121,22.3,UMTS,2100,18,,65,51.66285,-0.502472
T-Mobile,90167,TQ1206098180,30,UMTS,2100,18,,65,51.670739,-0.379331
T-Mobile,90167,TQ1206098180,30,UMTS,2100,18,,65,51.670739,-0.379331
T-Mobile,90167,TQ1206098180,30,UMTS,2100,18,,65,51.670739,-0.379331
T-Mobile,90168,TQ1732097370,30,UMTS,2100,18,,65,51.662384,-0.303566
T-Mobile,90168,TQ1732097370,30,UMTS,2100,18,,65,51.662384,-0.303566
T-Mobile,90168,TQ1732097370,30,UMTS,2100,18,,65,51.662384,-0.303566
T-Mobile,90169,TQ2193995702,21,UMTS,2100,18,,65,51.646409,-0.237391
T-Mobile,90169,TQ2193995702,21,UMTS,2100,18,,65,51.646409,-0.237391
T-Mobile,90169,TQ2193995702,21,UMTS,2100,18,,65,51.646409,-0.237391
T-Mobile,90170,TQ2789097170,26,UMTS,2100,18,,65,51.658281,-0.15088
T-Mobile,90170,TQ2789097170,26,UMTS,2100,19,,65,51.658281,-0.15088
T-Mobile,90170,TQ2789097170,26,UMTS,2100,18,,65,51.658281,-0.15088
T-Mobile,90172,TQ3404097680,22,UMTS,2100,18,,65,51.661431,-0.061817
T-Mobile,90172,TQ3404097680,22,UMTS,2100,17,,65,51.661431,-0.061817
T-Mobile,90172,TQ3404097680,22,UMTS,2100,18,,65,51.661431,-0.061817
T-Mobile,90173,TQ3866096260,26.5,UMTS,2100,18,,65,51.647548,0.00438
T-Mobile,90173,TQ3866096260,26.5,UMTS,2100,18,,65,51.647548,0.00438
T-Mobile,90173,TQ3866096260,26.5,UMTS,2100,18,,65,51.647548,0.00438
T-Mobile,90174,TQ4354296465,19,UMTS,2100,19,,65,51.648165,0.074986
T-Mobile,90174,TQ4354296465,19,UMTS,2100,19,,65,51.648165,0.074986
T-Mobile,90174,TQ4354296465,19,UMTS,2100,19,,65,51.648165,0.074986
T-Mobile,90176,TQ5322096390,25.5,UMTS,2100,18,,65,51.644937,0.214746
T-Mobile,90176,TQ5322096390,25.5,UMTS,2100,18,,65,51.644937,0.214746
T-Mobile,90176,TQ5322096390,25.5,UMTS,2100,18,,65,51.644937,0.214746
T-Mobile,90180,TQ1405094230,22,UMTS,2100,18,,65,51.634834,-0.351852
T-Mobile,90180,TQ1405094230,22,UMTS,2100,18,,65,51.634834,-0.351852
T-Mobile,90180,TQ1405094230,22,UMTS,2100,18,,65,51.634834,-0.351852
T-Mobile,90183,TQ2787093650,24,UMTS,2100,18,,65,51.626649,-0.152456
T-Mobile,90183,TQ2787093650,24,UMTS,2100,18,,65,51.626649,-0.152456
T-Mobile,90183,TQ2787093650,24,UMTS,2100,18,,65,51.626649,-0.152456
T-Mobile,90184,TQ3349092275,43,UMTS,2100,18,,65,51.612986,-0.071827
T-Mobile,90184,TQ3349092275,43,UMTS,2100,19,,65,51.612986,-0.071827
T-Mobile,90184,TQ3349092275,43,UMTS,2100,18,,65,51.612986,-0.071827
T-Mobile,90185,TQ3725092840,17,UMTS,2100,19,,65,51.617159,-0.01733
T-Mobile,90185,TQ3725092840,17,UMTS,2100,18,,65,51.617159,-0.01733
T-Mobile,90185,TQ3725092840,17,UMTS,2100,18,,65,51.617159,-0.01733
T-Mobile,90189,TQ5517692758,31,UMTS,2100,18,,65,51.611766,0.241386
T-Mobile,90189,TQ5517692758,31,UMTS,2100,18,,65,51.611766,0.241386
T-Mobile,90189,TQ5517692758,31,UMTS,2100,18,,65,51.611766,0.241386
T-Mobile,90190,TQ0350088600,22,UMTS,2100,18,,65,51.586265,-0.505915
T-Mobile,90190,TQ0350088600,22,UMTS,2100,18,,65,51.586265,-0.505915
T-Mobile,90190,TQ0350088600,22,UMTS,2100,17,,65,51.586265,-0.505915
T-Mobile,90193,TQ1678590130,11,UMTS,2100,18,,65,51.59742,-0.313713
T-Mobile,90193,TQ1678590130,11,UMTS,2100,18,,65,51.59742,-0.313713
T-Mobile,90193,TQ1678590130,11,UMTS,2100,18,,65,51.59742,-0.313713
T-Mobile,90194,TQ2070089800,44,UMTS,2100,18,,65,51.593628,-0.257325
T-Mobile,90194,TQ2070089800,48,UMTS,2100,17,,65,51.593628,-0.257325
T-Mobile,90194,TQ2070089800,48,UMTS,2100,18,,65,51.593628,-0.257325
T-Mobile,90196,TQ3100689283,16.5,UMTS,2100,18,,65,51.586679,-0.108803
T-Mobile,90196,TQ3100689283,16.5,UMTS,2100,18,,65,51.586679,-0.108803
T-Mobile,90196,TQ3100689283,16.5,UMTS,2100,19,,65,51.586679,-0.108803
T-Mobile,90197,TQ3419689532,27,UMTS,2100,19,,65,51.588166,-0.062685
T-Mobile,90197,TQ3419689532,27,UMTS,2100,19,,65,51.588166,-0.062685
T-Mobile,90197,TQ3419689532,26,UMTS,2100,18,,65,51.588166,-0.062685
T-Mobile,90198,TQ3966090480,16,UMTS,2100,18,,65,51.595358,0.016521
T-Mobile,90198,TQ3966090480,16,UMTS,2100,17,,65,51.595358,0.016521
T-Mobile,90198,TQ3966090480,15.4,UMTS,2100,19,,65,51.595358,0.016521
T-Mobile,90199,TQ4443089700,17,UMTS,2100,19,,65,51.587145,0.085025
T-Mobile,90199,TQ4443089700,17,UMTS,2100,18,,65,51.587145,0.085025
T-Mobile,90199,TQ4443089700,17,UMTS,2100,18,,65,51.587145,0.085025
T-Mobile,90201,TQ5398089340,15,UMTS,2100,19,,65,51.581382,0.222625
T-Mobile,90201,TQ5398089340,15,UMTS,2100,19,,65,51.581382,0.222625
T-Mobile,90201,TQ5398089340,15,UMTS,2100,18,,65,51.581382,0.222625
T-Mobile,90202,TQ5770089900,27,UMTS,2100,18,,65,51.585385,0.276528
T-Mobile,90202,TQ5770089900,27,UMTS,2100,18,,65,51.585385,0.276528
T-Mobile,90202,TQ5770089900,27,UMTS,2100,18,,65,51.585385,0.276528
T-Mobile,90204,TQ0601985191,21,UMTS,2100,17,,65,51.555152,-0.470595
T-Mobile,90204,TQ0601985191,21,UMTS,2100,17,,65,51.555152,-0.470595
T-Mobile,90204,TQ0601985191,21,UMTS,2100,17,,65,51.555152,-0.470595
T-Mobile,90206,TQ1340085200,40,UMTS,2100,18,,65,51.553797,-0.364161
T-Mobile,90206,TQ1340085200,40,UMTS,2100,18,,65,51.553797,-0.364161
T-Mobile,90206,TQ1340085200,40,UMTS,2100,18,,65,51.553797,-0.364161
T-Mobile,90207,TQ1900085565,56.1,UMTS,2100,17,,65,51.555924,-0.283293
T-Mobile,90207,TQ1900085565,56.1,UMTS,2100,15,,65,51.555924,-0.283293
T-Mobile,90208,TQ4181085330,36,UMTS,2100,17,,65,51.548539,0.045464
T-Mobile,90208,TQ4181085330,36,UMTS,2100,17,,65,51.548539,0.045464
T-Mobile,90208,TQ4181085330,36,UMTS,2100,17,,65,51.548539,0.045464
